Drive carrier fitness,Introduction frequency,Generations to 99% drive individuals,Generation of maximum drive frequency,Maximum drive frequency
0.52,0.44,1000,97,0.922887
0.52,0.44,95,95,1
0.52,0.44,77,77,1
0.52,0.44,1000,88,0.960254
0.52,0.44,85,85,1
0.52,0.45,1000,99,0.952344
0.52,0.45,93,93,1
0.52,0.45,1000,77,0.928744
0.52,0.45,90,91,1
0.52,0.45,87,87,1
0.52,0.45,80,80,1
0.52,0.45,76,76,1
0.52,0.45,1000,100,0.940247
0.52,0.45,85,85,0.990249
0.52,0.45,82,82,1
0.52,0.46,80,81,1
0.52,0.46,1000,86,0.952259
0.52,0.46,87,87,1
0.52,0.46,95,95,1
0.52,0.46,1000,93,0.953268
0.52,0.46,83,83,1
0.52,0.46,76,77,1
0.52,0.46,1000,79,0.977755
0.52,0.46,1000,79,0.953171
0.52,0.46,1000,100,0.986688
0.52,0.47,73,74,1
0.52,0.47,85,85,1
0.52,0.47,1000,99,0.935086
0.52,0.47,66,66,1
0.52,0.47,1000,85,0.957222
0.52,0.47,1000,79,0.963636
0.52,0.47,1000,97,0.949939
0.52,0.47,1000,97,0.963822
0.52,0.47,85,85,1
0.52,0.47,72,74,1
0.52,0.48,1000,90,0.943458
0.52,0.48,1000,100,0.972089
0.52,0.48,98,98,1
0.52,0.48,86,87,1
0.52,0.48,1000,77,0.954223
0.52,0.48,81,82,1
0.52,0.48,1000,84,0.980738
0.52,0.48,84,84,1
0.52,0.48,84,84,1
0.52,0.48,1000,91,0.980296
0.52,0.49,70,70,1
0.52,0.49,74,75,1
0.52,0.49,94,94,1
0.52,0.49,84,84,1
0.52,0.49,85,85,1
0.52,0.49,99,99,1
0.52,0.49,1000,99,0.968043
0.52,0.49,1000,100,0.969309
0.52,0.49,97,97,1
0.52,0.49,1000,84,0.9668
0.52,0.5,1000,94,0.922449
0.52,0.5,89,89,1
0.52,0.5,78,78,1
0.52,0.5,74,75,1
0.52,0.5,1000,88,0.986564
0.52,0.5,1000,68,0.939073
0.52,0.5,98,98,1
0.52,0.5,1000,98,0.972925
0.52,0.5,79,79,1
0.52,0.5,1000,56,0.912603
0.53,0,1000,0,0
0.53,0.01,1000,100,0.605213
0.53,0.01,1000,100,0.730794
0.53,0.01,1000,100,0.719443
0.53,0.01,1000,100,0.761394
0.53,0.01,1000,100,0.672192
0.53,0.01,1000,100,0.71392
0.53,0.01,1000,100,0.707545
0.53,0.01,1000,100,0.748281
0.53,0.01,1000,100,0.625465
0.53,0.01,1000,100,0.801232
0.53,0.02,1000,100,0.765477
0.53,0.02,1000,100,0.862708
0.53,0.02,1000,100,0.85269
0.53,0.02,1000,100,0.811914
0.53,0.02,1000,97,0.861584
0.53,0.02,1000,60,0.322638
0.53,0.02,1000,100,0.810253
0.53,0.02,1000,100,0.796848
0.53,0.02,1000,100,0.881367
0.53,0.02,1000,100,0.865488
0.53,0.03,1000,100,0.904492
0.53,0.03,1000,100,0.89889
0.53,0.03,1000,99,0.867695
0.53,0.03,1000,100,0.880529
0.53,0.03,1000,100,0.877343
0.53,0.03,1000,99,0.881729
0.53,0.03,1000,100,0.862136
0.53,0.03,1000,100,0.942683
0.53,0.03,1000,100,0.870232
0.53,0.03,1000,100,0.888932
0.53,0.04,1000,100,0.878117
0.53,0.04,1000,100,0.906655
0.53,0.04,1000,100,0.861082
0.53,0.04,1000,96,0.92042
0.53,0.04,1000,100,0.940154
0.53,0.04,1000,98,0.866336
0.53,0.04,1000,100,0.923664
0.53,0.04,1000,98,0.939777
0.53,0.04,1000,99,0.893281
0.53,0.04,1000,99,0.884161
0.53,0.05,1000,100,0.912379
0.53,0.05,1000,99,0.94698
0.53,0.05,1000,100,0.934563
0.53,0.05,1000,100,0.905534
0.53,0.05,99,99,1
0.53,0.05,1000,100,0.92815
0.53,0.05,1000,100,0.931588
0.53,0.05,1000,96,0.8896
0.53,0.05,1000,100,0.975951
0.53,0.05,1000,100,0.935022
0.53,0.06,92,93,1
0.53,0.06,1000,99,0.962866
0.53,0.06,1000,100,0.916039
0.53,0.06,1000,100,0.934154
0.53,0.06,1000,95,0.929315
0.53,0.06,1000,100,0.926486
0.53,0.06,99,99,1
0.53,0.06,1000,88,0.959394
0.53,0.06,1000,99,0.940343
0.53,0.06,1000,97,0.913542
0.53,0.07,1000,100,0.969529
0.53,0.07,1000,92,0.974917
0.53,0.07,96,96,1
0.53,0.07,1000,96,0.924411
0.53,0.07,1000,89,0.948412
0.53,0.07,1000,97,0.926479
0.53,0.07,97,97,1
0.53,0.07,100,100,1
0.53,0.07,1000,99,0.951083
0.53,0.07,1000,100,0.987387
0.53,0.08,94,94,1
0.53,0.08,98,98,1
0.53,0.08,1000,98,0.974224
0.53,0.08,1000,98,0.986468
0.53,0.08,96,97,1
0.53,0.08,90,90,1
0.53,0.08,88,88,1
0.53,0.08,1000,86,0.944895
0.53,0.08,1000,92,0.95207
0.53,0.08,92,93,1
0.53,0.09,1000,99,0.965925
0.53,0.09,94,94,1
0.53,0.09,95,95,1
0.53,0.09,88,88,1
0.53,0.09,97,98,1
0.53,0.09,99,99,1
0.53,0.09,96,96,1
0.53,0.09,94,94,1
0.53,0.09,87,88,1
0.53,0.09,1000,98,0.932842
0.53,0.1,1000,94,0.974932
0.53,0.1,1000,88,0.939628
0.53,0.1,95,95,1
0.53,0.1,1000,96,0.929148
0.53,0.1,96,96,1
0.53,0.1,1000,85,0.96727
0.53,0.1,1000,92,0.989112
0.53,0.1,1000,97,0.960236
0.53,0.1,92,92,1
0.53,0.1,98,98,1
0.53,0.11,94,94,1
0.53,0.11,92,92,1
0.53,0.11,1000,99,0.961664
0.53,0.11,91,92,1
0.53,0.11,97,97,1
0.53,0.11,91,91,1
0.53,0.11,89,90,1
0.53,0.11,1000,96,0.934576
0.53,0.11,96,96,1
0.53,0.11,1000,91,0.951671
0.53,0.12,91,91,1
0.53,0.12,86,86,1
0.53,0.12,96,97,1
0.53,0.12,1000,100,0.960478
0.53,0.12,96,96,1
0.53,0.12,87,87,1
0.53,0.12,93,93,1
0.53,0.12,98,98,1
0.53,0.12,96,96,1
0.53,0.12,1000,26,0.360996
0.53,0.13,1000,91,0.965289
0.53,0.13,1000,100,0.942064
0.53,0.13,93,94,1
0.53,0.13,82,83,1
0.53,0.13,1000,97,0.984733
0.53,0.13,1000,100,0.962513
0.53,0.13,1000,77,0.965116
0.53,0.13,90,90,1
0.53,0.13,88,88,1
0.53,0.13,1000,94,0.956693
0.53,0.14,84,84,1
0.53,0.14,91,92,1
0.53,0.14,100,100,1
0.53,0.14,92,92,1
0.53,0.14,98,98,1
0.53,0.14,1000,82,0.967857
0.53,0.14,100,100,1
0.53,0.14,1000,78,0.970509
0.53,0.14,86,86,1
0.53,0.14,1000,83,0.971193
0.53,0.15,79,79,1
0.53,0.15,1000,87,0.957299
0.53,0.15,86,86,1
0.53,0.15,97,97,1
0.53,0.15,80,81,1
0.53,0.15,92,92,1
0.53,0.15,93,93,1
0.53,0.15,1000,96,0.981429
0.53,0.15,1000,89,0.966051
0.53,0.15,1000,82,0.951364
0.53,0.16,1000,98,0.963964
0.53,0.16,86,86,1
0.53,0.16,89,89,1
0.53,0.16,1000,100,0.972043
0.53,0.16,91,91,1
0.53,0.16,1000,86,0.954404
0.53,0.16,79,79,1
0.53,0.16,81,81,1
0.53,0.16,1000,97,0.96012
0.53,0.16,84,84,1
0.53,0.17,1000,72,0.968222
0.53,0.17,1000,82,0.979739
0.53,0.17,82,82,1
0.53,0.17,83,87,1
0.53,0.17,1000,77,0.952044
0.53,0.17,86,86,1
0.53,0.17,89,89,1
0.53,0.17,1000,100,0.974471
0.53,0.17,1000,84,0.948211
0.53,0.17,81,81,1
0.53,0.18,88,88,1
0.53,0.18,95,95,1
0.53,0.18,1000,81,0.970457
0.53,0.18,1000,81,0.951844
0.53,0.18,1000,100,0.976744
0.53,0.18,83,83,1
0.53,0.18,1000,85,0.978261
0.53,0.18,1000,89,0.968765
0.53,0.18,76,76,1
0.53,0.18,80,80,1
0.53,0.19,1000,74,0.97552
0.53,0.19,1000,81,0.964115
0.53,0.19,92,92,1
0.53,0.19,82,82,1
0.53,0.19,99,99,1
0.53,0.19,81,81,1
0.53,0.19,92,92,1
0.53,0.19,1000,98,0.971118
0.53,0.19,76,76,1
0.53,0.19,79,79,1
0.53,0.2,81,81,1
0.53,0.2,78,78,1
0.53,0.2,1000,78,0.982713
0.53,0.2,81,81,1
0.53,0.2,1000,92,0.982713
0.53,0.2,77,77,1
0.53,0.2,77,77,1
0.53,0.2,80,80,1
0.53,0.2,1000,70,0.95886
0.53,0.2,77,77,1
0.53,0.21,1000,81,0.975884
0.53,0.21,1000,89,0.970616
0.53,0.21,97,97,1
0.53,0.21,1000,76,0.980433
0.53,0.21,76,76,1
0.53,0.21,89,89,1
0.53,0.21,78,78,1
0.53,0.21,1000,95,0.961455
0.53,0.21,88,88,1
0.53,0.21,1000,99,0.952984
0.53,0.22,1000,75,0.983871
0.53,0.22,100,100,1
0.53,0.22,96,96,1
0.53,0.22,88,88,1
0.53,0.22,1000,95,0.965969
0.53,0.22,1000,89,0.972275
0.53,0.22,95,95,1
0.53,0.22,75,75,1
0.53,0.22,77,77,1
0.53,0.22,75,75,1
0.53,0.23,90,90,1
0.53,0.23,84,84,1
0.53,0.23,79,80,1
0.53,0.23,73,73,1
0.53,0.23,69,69,1
0.53,0.23,1000,84,0.980591
0.53,0.23,70,70,1
0.53,0.23,85,85,1
0.53,0.23,1000,75,0.984566
0.53,0.23,87,87,1
0.53,0.24,69,69,1
0.53,0.24,95,96,1
0.53,0.24,1000,88,0.960515
0.53,0.24,95,95,1
0.53,0.24,74,74,1
0.53,0.24,76,76,1
0.53,0.24,1000,88,0.969399
0.53,0.24,99,99,1
0.53,0.24,90,90,1
0.53,0.24,85,85,1
0.53,0.25,1000,96,0.973073
0.53,0.25,79,79,1
0.53,0.25,72,72,1
0.53,0.25,1000,99,0.982473
0.53,0.25,73,73,1
0.53,0.25,71,71,1
0.53,0.25,71,71,1
0.53,0.25,1000,76,0.945241
